age,annual_income_inr,account_balance_inr,tenure_years,credit_score,credit_utilization,missed_payments_12m,existing_loans,monthly_transactions,employment_type,account_type,region,risk_category
23,75497,85002,13,758,0.84,0,4,49,Salaried,Savings,West,Moderate Risk
68,69131,991386,20,506,0.48,3,0,48,Self-employed,Salary,West,Moderate Risk
33,65911,810295,18,604,0.18,1,4,3,Self-employed,Current,North,Low Risk
35,131304,987016,20,632,0.9,0,1,47,Business owner,Salary,West,Very Low Risk
43,118873,837079,15,525,0.13,2,1,44,Salaried,Savings,West,Low Risk
33,72743,772989,20,609,0.57,1,2,20,Salaried,Current,North,Low Risk
28,51116,432291,14,753,0.56,3,3,17,Business owner,Salary,North,Moderate Risk
34,110236,924737,18,711,0.6,2,2,36,Salaried,Salary,West,Low Risk
50,54958,704102,10,791,0.26,1,2,45,Business owner,Current,North,Low Risk
41,85132,795769,0,475,0.44,2,1,20,Salaried,Salary,North,High Risk
54,59848,130995,1,514,0.3,0,3,37,Self-employed,Current,South,Very High Risk
40,91814,35550,8,761,0.25,1,0,54,Business owner,Savings,North,Moderate Risk
48,53243,892739,10,767,0.56,2,1,11,Self-employed,Savings,East,Very Low Risk
67,141042,898081,17,573,0.6,0,3,9,Business owner,Current,West,Very Low Risk
47,55550,255662,0,616,0.46,0,1,21,Salaried,Salary,East,Very High Risk
23,52849,763325,2,626,0.32,1,1,29,Salaried,Savings,South,Moderate Risk
25,69104,335349,12,795,0.24,2,1,17,Business owner,Salary,North,Low Risk
66,96213,321195,19,622,0.18,4,1,36,Business owner,Current,South,High Risk
26,40563,209780,19,575,0.9,4,1,38,Self-employed,Current,West,Very High Risk
57,158587,49261,12,829,0.53,1,0,41,Business owner,Current,East,Very Low Risk
64,67332,269843,16,544,0.29,0,4,52,Self-employed,Current,South,High Risk
68,141468,999417,16,697,0.36,4,1,47,Salaried,Current,West,Very Low Risk
37,108034,27540,4,575,0.16,1,2,12,Business owner,Current,South,High Risk
56,40658,140873,16,539,0.41,2,2,48,Salaried,Current,East,High Risk
55,100352,297986,10,621,0.27,0,2,47,Self-employed,Savings,East,Low Risk
23,127679,511098,12,789,0.56,0,4,45,Business owner,Current,West,Very Low Risk
48,122884,999066,0,846,0.42,0,4,11,Self-employed,Salary,East,Very Low Risk
26,78927,439157,1,808,0.79,4,2,33,Salaried,Current,South,High Risk
42,79187,247267,18,788,0.57,3,4,46,Self-employed,Salary,South,Low Risk
35,85296,190146,10,526,0.84,1,1,39,Business owner,Salary,West,Very High Risk
22,156340,11385,11,473,0.63,1,0,27,Self-employed,Current,West,High Risk
64,97258,616898,19,620,0.18,4,3,16,Self-employed,Current,South,Moderate Risk
68,131349,434389,20,677,0.55,1,3,31,Business owner,Savings,West,Very Low Risk
57,130771,600397,1,546,0.24,2,2,40,Salaried,Savings,South,High Risk
40,115373,987962,12,744,0.21,0,2,52,Salaried,Savings,South,Very Low Risk
31,68396,526975,18,491,0.15,0,3,23,Salaried,Current,West,High Risk
23,100656,300106,20,827,0.69,1,1,32,Salaried,Salary,West,Very Low Risk
60,28619,429517,12,547,0.85,0,1,39,Business owner,Current,North,High Risk
22,150284,854221,0,695,0.5,2,0,29,Self-employed,Salary,East,Low Risk
38,22819,475483,8,783,0.28,4,2,6,Self-employed,Salary,North,Very High Risk
58,91088,520933,18,496,0.06,3,0,38,Salaried,Salary,East,High Risk
33,67033,425577,7,640,0.77,2,3,54,Self-employed,Savings,South,Moderate Risk
36,53563,978945,1,482,0.31,2,2,16,Business owner,Salary,North,High Risk
24,45093,420543,6,570,0.55,0,0,29,Business owner,Current,West,High Risk
60,122578,994640,8,636,0.15,0,0,42,Self-employed,Current,West,Very Low Risk
37,132509,550213,19,800,0.9,2,0,42,Self-employed,Savings,East,Very Low Risk
35,106378,638366,12,641,0.42,4,2,11,Self-employed,Salary,South,Moderate Risk
33,71482,328698,17,481,0.53,1,3,4,Self-employed,Current,East,Very High Risk
45,29853,993083,15,779,0.56,3,0,34,Salaried,Salary,North,Very Low Risk
33,57721,241731,7,653,0.92,4,0,22,Salaried,Savings,West,Very High Risk
38,28988,896053,3,494,0.35,4,3,29,Self-employed,Savings,West,Very High Risk
49,32274,889940,0,767,0.86,2,3,54,Business owner,Savings,South,Low Risk
62,157917,158682,18,699,0.19,4,2,14,Salaried,Savings,South,Low Risk
67,65189,128170,4,636,0.09,1,2,51,Business owner,Savings,North,High Risk
65,137122,524053,6,511,0.78,2,3,53,Salaried,Savings,East,Very High Risk
64,147955,471708,20,777,0.41,1,1,47,Self-employed,Savings,West,Very Low Risk
32,123054,56461,7,495,0.75,4,3,34,Salaried,Current,North,Very High Risk
43,109178,449628,14,811,0.35,2,0,48,Self-employed,Current,South,Very Low Risk
34,38860,761210,1,738,0.74,4,4,44,Business owner,Salary,East,High Risk
53,71693,839936,1,652,0.34,2,3,8,Salaried,Current,West,High Risk
39,119015,901837,1,804,0.68,2,1,32,Business owner,Salary,South,Very Low Risk
45,64344,801717,10,484,0.39,0,0,28,Self-employed,Savings,West,Moderate Risk
32,24159,898939,12,832,0.21,3,0,11,Self-employed,Salary,North,Very Low Risk
31,133716,302159,14,805,0.66,1,4,51,Salaried,Current,West,Very Low Risk
42,112416,746654,18,530,0.81,3,0,41,Salaried,Current,West,High Risk
57,131481,39414,9,752,0.49,3,4,3,Salaried,Salary,North,High Risk
49,140585,973789,12,769,0.72,2,0,30,Business owner,Salary,East,Very Low Risk
66,143659,232735,20,656,0.66,2,3,49,Salaried,Salary,East,Low Risk
36,99600,33342,15,667,0.7,2,3,3,Business owner,Savings,East,High Risk
47,88658,298548,0,568,0.39,0,2,9,Salaried,Savings,South,High Risk
24,45354,994042,16,557,0.76,4,0,40,Self-employed,Current,North,Moderate Risk
32,70740,85653,4,494,0.76,0,2,40,Self-employed,Savings,East,Very High Risk
61,46174,573901,5,673,0.82,4,3,44,Salaried,Savings,South,Very High Risk
53,25785,124557,13,470,0.51,4,2,32,Business owner,Current,West,Very High Risk
43,63922,529539,5,738,0.82,0,3,12,Business owner,Salary,South,Moderate Risk
42,79092,319665,20,603,0.16,1,1,25,Self-employed,Current,North,Moderate Risk
23,116282,895221,7,575,0.66,3,2,44,Business owner,Current,South,Low Risk
35,95105,864117,10,488,0.8,3,4,21,Salaried,Current,East,Very High Risk
21,70856,335189,14,793,0.57,1,3,28,Salaried,Savings,East,Low Risk
62,130783,320406,18,480,0.81,3,1,20,Salaried,Savings,South,High Risk
34,80848,91821,19,796,0.25,3,4,36,Self-employed,Savings,North,Moderate Risk
22,148976,272121,10,602,0.39,0,1,46,Self-employed,Current,East,Low Risk
30,153103,497040,1,797,0.78,4,3,51,Salaried,Current,North,Moderate Risk
36,47875,46308,1,763,0.32,4,0,32,Self-employed,Current,South,High Risk
52,150026,86025,3,494,0.34,2,1,12,Business owner,Current,South,Very High Risk
65,28343,597624,19,604,0.26,1,1,53,Self-employed,Salary,West,Moderate Risk
37,76392,889206,16,708,0.06,4,0,37,Salaried,Current,East,Very Low Risk
32,159683,635227,4,529,0.28,3,0,12,Self-employed,Savings,North,Moderate Risk
23,48519,180321,19,665,0.36,0,1,18,Self-employed,Savings,East,Moderate Risk
58,104113,859219,11,686,0.86,4,4,31,Business owner,Savings,West,Moderate Risk
26,50906,545780,18,624,0.27,4,4,15,Salaried,Salary,North,High Risk
48,88799,258770,16,587,0.64,0,2,47,Salaried,Current,North,High Risk
59,90301,138517,14,742,0.28,4,4,22,Self-employed,Salary,South,High Risk
40,119726,751770,17,741,0.71,3,2,19,Self-employed,Salary,East,Very Low Risk
35,157841,867839,6,548,0.43,4,1,29,Business owner,Current,East,High Risk
43,54917,913963,9,508,0.4,3,2,28,Self-employed,Current,East,High Risk
60,42979,387783,16,776,0.2,3,3,7,Business owner,Savings,West,Low Risk
49,66085,433282,14,470,0.11,0,1,18,Salaried,Current,West,High Risk
34,33029,95098,9,730,0.61,3,1,24,Salaried,Savings,South,Very High Risk
61,56510,393330,2,474,0.44,1,2,4,Salaried,Current,North,Very High Risk
53,99455,572322,20,832,0.75,0,2,26,Salaried,Salary,South,Very Low Risk
65,25969,506723,14,806,0.75,3,3,36,Salaried,Current,South,Moderate Risk
49,45729,298087,3,771,0.86,0,1,3,Salaried,Current,South,Moderate Risk
47,71748,567651,4,646,0.65,1,1,11,Salaried,Salary,East,Moderate Risk
30,80582,159602,8,529,0.37,1,0,15,Self-employed,Salary,East,Very High Risk
50,113266,830953,4,633,0.17,0,4,26,Salaried,Salary,South,Low Risk
66,87896,416434,8,832,0.83,4,0,13,Salaried,Current,North,Moderate Risk
45,65613,700447,8,700,0.28,0,4,47,Self-employed,Savings,West,Low Risk
28,128851,505218,20,481,0.82,2,1,47,Self-employed,Savings,North,High Risk
48,50419,139145,6,789,0.55,0,3,39,Salaried,Savings,South,Low Risk
63,54953,286126,16,720,0.55,0,0,34,Salaried,Salary,North,Low Risk
36,98203,329924,2,785,0.73,0,1,35,Business owner,Savings,West,Low Risk
38,143876,212286,13,529,0.29,3,4,43,Salaried,Savings,East,High Risk
54,96640,345365,0,728,0.56,2,4,50,Self-employed,Current,South,High Risk
33,127968,961537,7,657,0.85,4,3,5,Business owner,Salary,West,Moderate Risk
68,49544,267295,4,528,0.67,1,0,32,Salaried,Savings,East,Very High Risk
40,57919,754711,0,524,0.59,0,1,18,Business owner,Current,North,High Risk
52,94371,540025,16,771,0.53,0,1,10,Business owner,Savings,East,Very Low Risk
47,139748,573401,0,795,0.84,2,2,12,Business owner,Savings,West,Low Risk
44,146748,844199,3,627,0.76,3,1,16,Business owner,Salary,North,Moderate Risk
56,31946,740631,3,476,0.69,1,0,9,Business owner,Salary,South,Very High Risk
62,23491,833207,2,709,0.84,1,2,37,Self-employed,Current,South,Moderate Risk
58,120115,70553,1,838,0.57,0,3,13,Business owner,Salary,West,Moderate Risk
58,48718,945950,12,770,0.87,1,2,9,Salaried,Current,South,Low Risk
41,91134,174584,6,590,0.75,1,3,36,Business owner,Savings,North,Very High Risk
50,101982,400661,1,749,0.41,3,3,8,Salaried,Salary,East,Moderate Risk
31,57126,669852,4,846,0.48,4,2,13,Business owner,Salary,South,Moderate Risk
59,80924,194990,4,838,0.38,2,3,39,Business owner,Current,South,Moderate Risk
39,60234,370845,16,726,0.72,2,0,25,Self-employed,Savings,South,Low Risk
35,100354,708430,9,709,0.85,2,2,47,Business owner,Savings,South,Low Risk
43,99860,87289,12,759,0.51,4,2,16,Self-employed,Savings,South,Moderate Risk
39,138775,744568,15,553,0.05,0,3,31,Business owner,Current,South,Very Low Risk
42,53034,521616,1,606,0.42,2,0,17,Self-employed,Savings,North,Very High Risk
50,67593,105698,1,626,0.28,1,0,6,Salaried,Current,West,High Risk
45,55976,2494,8,510,0.92,0,3,33,Self-employed,Savings,West,Very High Risk
47,105998,485821,2,569,0.39,0,4,38,Self-employed,Salary,West,Moderate Risk
31,89155,606213,3,482,0.08,4,2,33,Salaried,Savings,South,Very High Risk
34,111258,101773,1,745,0.39,0,1,32,Business owner,Savings,East,Low Risk
66,157528,816495,15,472,0.4,4,4,10,Salaried,Current,North,Moderate Risk
66,154261,225938,2,553,0.42,0,2,30,Business owner,Salary,East,Moderate Risk
39,54162,327153,20,514,0.19,4,4,48,Salaried,Current,East,Very High Risk
50,132929,619201,16,776,0.27,2,3,20,Salaried,Savings,North,Very Low Risk
49,79989,485076,14,695,0.57,2,0,13,Salaried,Salary,East,Moderate Risk
56,26725,554856,18,663,0.25,3,0,45,Business owner,Current,North,Moderate Risk
54,105263,59753,0,592,0.76,0,1,11,Salaried,Savings,North,High Risk
21,24898,724872,0,659,0.84,2,2,16,Salaried,Savings,East,High Risk
49,91494,26309,1,680,0.24,3,1,3,Business owner,Current,West,Very High Risk
29,64689,61505,15,530,0.83,4,4,26,Business owner,Savings,East,Very High Risk
50,28945,748503,15,603,0.58,1,0,25,Salaried,Savings,East,Moderate Risk
51,77126,741808,0,574,0.15,1,3,9,Self-employed,Savings,West,High Risk
49,140033,842631,6,788,0.33,1,2,14,Self-employed,Current,East,Very Low Risk
59,135929,881986,10,538,0.6,0,2,20,Salaried,Salary,South,Low Risk
59,87384,381138,8,602,0.3,2,3,9,Business owner,Savings,South,Very High Risk
62,134543,484984,19,639,0.27,4,1,36,Business owner,Current,North,Low Risk
37,132060,495196,16,662,0.34,0,2,41,Business owner,Salary,North,Very Low Risk
25,145752,206361,20,578,0.61,0,2,53,Self-employed,Current,North,Very Low Risk
65,51306,867250,9,696,0.16,0,0,29,Business owner,Salary,North,Very Low Risk
27,146896,114742,15,819,0.06,1,1,15,Business owner,Current,East,Very Low Risk
21,36124,32902,8,733,0.64,3,1,22,Business owner,Savings,South,Very High Risk
42,90931,183790,7,831,0.36,2,4,19,Self-employed,Savings,South,Low Risk
54,159801,300138,16,659,0.82,0,1,20,Salaried,Current,West,Very Low Risk
33,85876,391840,1,538,0.58,1,4,42,Business owner,Savings,West,Very High Risk
31,49840,625268,1,533,0.61,2,2,37,Salaried,Salary,North,Very High Risk
51,137685,38517,3,659,0.81,4,0,11,Business owner,Salary,North,Very High Risk
45,130136,553989,4,568,0.85,1,0,30,Salaried,Current,East,High Risk
65,131770,895931,17,474,0.32,4,3,10,Business owner,Savings,West,Moderate Risk
55,159497,782568,12,739,0.11,1,3,10,Self-employed,Salary,North,Very Low Risk
48,128030,47024,4,681,0.73,0,0,29,Salaried,Current,South,High Risk
36,31898,406829,13,747,0.11,2,3,45,Salaried,Savings,West,Moderate Risk
30,115147,365084,4,554,0.28,0,2,22,Salaried,Savings,East,High Risk
58,66345,722673,14,800,0.16,3,0,31,Business owner,Current,West,Very Low Risk
33,24987,337619,11,518,0.88,0,2,14,Self-employed,Salary,East,Very High Risk
37,152470,236021,14,769,0.31,0,4,33,Business owner,Salary,North,Very Low Risk
34,127483,726130,2,767,0.67,3,4,20,Self-employed,Savings,East,Low Risk
28,60256,654946,1,609,0.79,4,4,52,Salaried,Current,West,Very High Risk
50,117674,899500,12,839,0.9,4,4,36,Self-employed,Current,South,Very Low Risk
38,136425,735290,9,573,0.29,3,2,10,Business owner,Salary,North,Low Risk
54,124580,762021,1,616,0.28,2,3,39,Salaried,Current,North,Low Risk
22,108978,216961,13,791,0.36,2,0,30,Salaried,Current,East,Very Low Risk
43,116503,783118,12,563,0.7,3,0,3,Salaried,Savings,West,High Risk
26,124292,965068,18,797,0.19,1,1,51,Self-employed,Savings,North,Very Low Risk
23,50058,840181,18,596,0.56,4,2,53,Self-employed,Salary,West,High Risk
61,99232,380861,20,645,0.61,1,2,49,Business owner,Current,East,Low Risk
57,29458,469932,1,647,0.24,4,4,7,Salaried,Savings,South,Very High Risk
31,73910,764016,15,808,0.86,2,2,16,Self-employed,Savings,South,Very Low Risk
54,78810,596225,1,711,0.52,3,0,30,Self-employed,Savings,West,Moderate Risk
66,89188,771088,19,726,0.34,1,4,3,Salaried,Salary,West,Very Low Risk
38,125188,101858,15,836,0.35,1,0,5,Self-employed,Current,North,Very Low Risk
48,146279,741961,5,835,0.49,2,1,48,Business owner,Savings,South,Very Low Risk
41,147078,953413,15,689,0.63,2,3,47,Business owner,Salary,South,Very Low Risk
38,133392,727472,12,846,0.22,0,4,13,Business owner,Current,West,Very Low Risk
60,37330,325763,8,682,0.4,2,4,32,Self-employed,Current,East,Very High Risk
67,33715,901850,8,730,0.5,2,1,26,Business owner,Salary,South,Low Risk
36,81124,741894,7,624,0.39,3,1,35,Self-employed,Current,West,Moderate Risk
35,84026,128697,13,656,0.77,4,2,34,Business owner,Current,West,Very High Risk
62,72319,149359,9,675,0.43,1,3,4,Business owner,Salary,East,High Risk
34,39662,939391,3,608,0.3,4,3,31,Salaried,Current,South,Very High Risk
21,141349,779451,2,610,0.76,2,0,18,Business owner,Current,South,Moderate Risk
50,84542,51834,14,472,0.1,2,2,14,Business owner,Salary,South,Very High Risk
43,30236,674858,10,633,0.14,2,4,13,Salaried,Salary,South,Moderate Risk
28,94238,735070,14,697,0.1,1,3,49,Self-employed,Current,East,Very Low Risk
40,68568,19756,11,770,0.78,3,0,10,Salaried,Savings,West,High Risk
55,148238,3174,16,811,0.43,1,3,7,Self-employed,Savings,West,Very Low Risk
43,120388,629048,10,710,0.91,2,4,19,Salaried,Savings,West,Moderate Risk
29,89870,315941,9,617,0.42,4,1,16,Salaried,Current,North,Very High Risk
33,39324,652469,9,638,0.55,3,0,15,Self-employed,Savings,South,High Risk
50,67012,846924,3,664,0.48,4,1,46,Self-employed,Savings,North,High Risk
52,70119,726048,0,693,0.29,3,1,12,Salaried,Savings,West,Moderate Risk
46,75245,147288,8,712,0.16,3,4,25,Business owner,Current,East,High Risk
32,79960,991863,14,639,0.88,0,3,34,Self-employed,Current,North,Low Risk
49,36215,246686,11,676,0.44,4,1,20,Business owner,Current,South,Very High Risk
62,137642,235621,9,716,0.7,1,2,14,Salaried,Savings,West,Low Risk
47,74014,84852,4,609,0.08,0,0,35,Salaried,Current,West,High Risk
32,45033,40489,9,502,0.37,1,2,19,Business owner,Savings,West,Very High Risk
58,94269,519192,7,648,0.78,1,2,54,Salaried,Current,North,Moderate Risk
66,57941,450450,0,623,0.67,2,2,45,Self-employed,Salary,West,Very High Risk
68,148901,761960,18,524,0.15,3,1,52,Business owner,Savings,West,Low Risk
46,103916,249626,1,599,0.53,1,3,26,Business owner,Savings,West,High Risk
34,83721,209978,11,493,0.34,3,2,51,Business owner,Current,West,Very High Risk
40,79331,615849,14,486,0.68,1,2,33,Self-employed,Current,South,High Risk
40,81818,89333,13,687,0.8,1,3,22,Self-employed,Salary,North,High Risk
38,57839,412762,15,508,0.86,1,3,12,Self-employed,Savings,East,Very High Risk
47,24648,741359,10,604,0.6,1,1,54,Business owner,Salary,East,Moderate Risk
23,106929,903584,15,549,0.62,0,1,25,Business owner,Savings,East,Very Low Risk
30,74442,718516,12,833,0.46,4,2,32,Business owner,Salary,East,Low Risk
67,63403,120405,16,735,0.56,1,3,41,Salaried,Salary,South,Moderate Risk
43,131187,477118,10,723,0.83,0,1,34,Business owner,Savings,North,Low Risk
25,131874,862398,14,492,0.26,3,2,50,Salaried,Savings,North,Moderate Risk
58,142927,823759,18,563,0.09,3,2,16,Salaried,Current,South,Very Low Risk
57,131767,575307,5,675,0.28,4,3,25,Business owner,Current,West,High Risk
26,30969,692170,8,776,0.65,2,1,33,Self-employed,Current,North,Low Risk
26,44282,724766,6,723,0.41,0,4,22,Business owner,Savings,North,Low Risk
32,53892,66190,7,797,0.49,2,3,5,Self-employed,Salary,South,High Risk
66,152511,268218,19,755,0.84,1,2,51,Salaried,Salary,North,Very Low Risk
57,47625,285874,11,774,0.54,1,3,53,Business owner,Current,West,Moderate Risk
40,109705,618881,10,629,0.42,1,2,7,Self-employed,Salary,North,Moderate Risk
58,95961,156081,16,759,0.31,3,4,51,Self-employed,Salary,East,Moderate Risk
53,108670,406611,12,764,0.4,1,3,38,Salaried,Savings,East,Low Risk
50,44184,720472,0,834,0.86,4,0,48,Salaried,Current,West,High Risk
30,55247,578640,14,578,0.09,0,4,43,Self-employed,Salary,West,Moderate Risk
47,63623,61930,13,608,0.79,0,0,40,Business owner,Current,West,High Risk
32,55778,514243,5,506,0.51,0,2,36,Self-employed,Savings,South,High Risk
25,47735,229257,5,754,0.81,3,2,17,Business owner,Savings,North,Very High Risk
24,108711,205919,12,704,0.48,2,2,39,Salaried,Salary,South,Low Risk
48,45111,726137,4,573,0.12,3,2,31,Self-employed,Salary,North,High Risk
48,69907,170750,7,503,0.69,4,2,54,Business owner,Current,North,Very High Risk
62,91581,254522,3,737,0.39,1,2,27,Business owner,Savings,West,Moderate Risk
46,57726,659544,7,680,0.79,2,3,26,Salaried,Current,East,High Risk
53,136604,946149,6,576,0.34,1,0,42,Salaried,Savings,South,Low Risk
66,44492,746455,12,544,0.08,3,2,38,Self-employed,Current,East,High Risk
54,136851,57819,13,479,0.58,0,3,54,Self-employed,Savings,South,High Risk
27,104651,549207,9,756,0.08,4,0,40,Salaried,Savings,North,Low Risk
52,55064,258515,2,540,0.58,1,1,3,Business owner,Current,South,Very High Risk
68,87555,972906,11,522,0.34,4,2,6,Salaried,Savings,East,High Risk
62,129690,885469,1,687,0.48,0,0,35,Self-employed,Salary,West,Very Low Risk
22,97171,153914,20,688,0.89,0,1,46,Salaried,Current,East,Low Risk
67,86768,272092,15,482,0.73,0,3,12,Business owner,Savings,South,Very High Risk
49,137763,682472,17,848,0.54,1,1,42,Business owner,Savings,East,Very Low Risk
67,92021,763797,2,587,0.52,3,4,36,Salaried,Savings,West,High Risk
46,98507,118689,9,611,0.5,0,4,10,Salaried,Salary,South,High Risk
28,108422,576778,18,549,0.47,4,4,46,Self-employed,Salary,West,High Risk
55,149995,994829,18,642,0.73,4,3,24,Salaried,Current,West,Low Risk
44,80918,3670,7,815,0.8,0,3,5,Self-employed,Savings,South,Moderate Risk
47,41680,485843,7,674,0.24,0,2,31,Salaried,Current,South,Low Risk
43,128786,797413,9,734,0.59,1,0,14,Business owner,Salary,South,Very Low Risk
28,36638,275126,17,673,0.26,3,0,23,Salaried,Savings,East,Moderate Risk
45,98709,826145,6,538,0.26,2,4,44,Business owner,Current,West,Moderate Risk
56,129140,975560,5,709,0.17,3,1,31,Salaried,Current,East,Very Low Risk
